,productID,reviewerID,vote,rating,date,helpfulness_votes,total_votes,helpfulness_rating,category,brand,title,year,month,month year
185392,B0050SYILE,A1C86PASF68PH,"[18, 384]",1,2013-09-17,18,384,5.0,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2013,9,2013-09
185394,B0050SYILE,A2GT8KY69Q19WZ,"[0, 0]",5,2014-03-22,0,0,,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2014,3,2014-03
185397,B0050SYILE,A1I9Z7BQW5ZD0S,"[6, 10]",5,2013-09-19,6,10,60.0,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2013,9,2013-09
185405,B0050SYILE,A1N5HY0IRBM92R,"[13, 158]",1,2013-09-18,13,158,8.0,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2013,9,2013-09
185413,B0050SYILE,A2NNIHPYM4Q75Y,"[0, 0]",5,2013-12-31,0,0,,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2013,12,2013-12
185416,B0050SYILE,A3J8ABVGK7ZL6H,"[0, 0]",5,2013-12-27,0,0,,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2013,12,2013-12
185423,B0050SYILE,A1MHB1HRR6VPEH,"[3, 29]",1,2013-12-01,3,29,10.0,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2013,12,2013-12
185424,B0050SYILE,A1H5XDZZQLFLFT,"[1, 2]",5,2013-10-08,1,2,50.0,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2013,10,2013-10
185428,B0050SYILE,A20V39SPYTDHHW,"[0, 6]",1,2014-02-06,0,6,,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2014,2,2014-02
185433,B0050SYILE,ANFMETZP2OODT,"[0, 0]",5,2014-01-11,0,0,,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2014,1,2014-01
185434,B0050SYILE,A9PAC5VFTDQHF,"[2, 3]",5,2013-10-30,2,3,67.0,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2013,10,2013-10
185440,B0050SYILE,A1LHDO3D99UJSJ,"[12, 18]",2,2013-12-24,12,18,67.0,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2013,12,2013-12
185449,B0050SYILE,A1S1BJFTA644TU,"[1, 2]",3,2013-10-18,1,2,50.0,Xbox 360 Games,,Grand Theft Auto V - Xbox 360,2013,10,2013-10
185977,B0050SYUAS,A3ANETCTMAN1NP,"[14, 14]",4,2012-01-26,14,14,100.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2012,1,2012-01
185985,B0050SYUAS,A3QNQQKJTL76H0,"[3, 3]",5,2011-12-10,3,3,100.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2011,12,2011-12
185987,B0050SYUAS,A102RLOGIBBDMW,"[1, 1]",5,2013-08-27,1,1,100.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2013,8,2013-08
185988,B0050SYUAS,A3R4794K2RVU1S,"[3, 3]",5,2012-01-17,3,3,100.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2012,1,2012-01
185990,B0050SYUAS,A1OMXVXXP07F05,"[567, 575]",4,2011-11-08,567,575,99.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2011,11,2011-11
185994,B0050SYUAS,A2PSC7LUNIDEAH,"[0, 1]",5,2012-02-20,0,1,,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2012,2,2012-02
185995,B0050SYUAS,AKJHHD5VEH7VG,"[4, 4]",5,2012-08-16,4,4,100.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2012,8,2012-08
185998,B0050SYUAS,AH6OYB8SIKPE9,"[0, 0]",5,2013-03-13,0,0,,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2013,3,2013-03
185999,B0050SYUAS,AN81JUYW2SL24,"[0, 0]",5,2013-01-13,0,0,,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2013,1,2013-01
186003,B0050SYUAS,A24RCBRDXRXR0Y,"[0, 0]",5,2011-12-28,0,0,,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2011,12,2011-12
186007,B0050SYUAS,AQMUXDDCLJSSV,"[7, 9]",5,2011-12-22,7,9,78.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2011,12,2011-12
186009,B0050SYUAS,A3TA1UJWRJF9NC,"[0, 0]",5,2012-03-02,0,0,,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2012,3,2012-03
186012,B0050SYUAS,A2NUHWMHA9XNKV,"[0, 0]",5,2011-12-08,0,0,,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2011,12,2011-12
186014,B0050SYUAS,ABSYIF0ONC2AF,"[1, 3]",4,2012-02-16,1,3,33.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2012,2,2012-02
186015,B0050SYUAS,A3NID9D9WMIV01,"[1, 2]",4,2012-01-11,1,2,50.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2012,1,2012-01
186019,B0050SYUAS,A1BJOHHLG0D965,"[4, 4]",5,2011-12-19,4,4,100.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2011,12,2011-12
186023,B0050SYUAS,A2VBFLA8LNMHGZ,"[276, 279]",4,2011-11-10,276,279,99.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2011,11,2011-11
186044,B0050SYUAS,AG6TX1ZJHLMO7,"[1, 1]",5,2011-12-14,1,1,100.0,Xbox 360 Games,,Your Shape Fitness Evolved 2012,2011,12,2011-12
186045,B0050SYUSU,A3ANETCTMAN1NP,"[0, 0]",3,2013-02-12,0,0,,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2013,2,2013-02
186046,B0050SYUSU,A32O98PFC3OP7K,"[3, 5]",3,2011-11-25,3,5,60.0,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2011,11,2011-11
186048,B0050SYUSU,A3AYSYSLHU26U9,"[1, 1]",3,2011-11-28,1,1,100.0,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2011,11,2011-11
186055,B0050SYUSU,A1JXD34J2G046,"[0, 0]",5,2013-02-03,0,0,,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2013,2,2013-02
186057,B0050SYUSU,A1OMXVXXP07F05,"[1, 2]",4,2011-12-20,1,2,50.0,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2011,12,2011-12
186059,B0050SYUSU,A2PSC7LUNIDEAH,"[0, 0]",3,2012-02-20,0,0,,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2012,2,2012-02
186060,B0050SYUSU,AKJHHD5VEH7VG,"[31, 35]",4,2011-11-28,31,35,89.0,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2011,11,2011-11
186064,B0050SYUSU,A24RCBRDXRXR0Y,"[0, 0]",4,2012-01-10,0,0,,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2012,1,2012-01
186071,B0050SYUSU,ABSYIF0ONC2AF,"[1, 2]",4,2011-11-22,1,2,50.0,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2011,11,2011-11
186072,B0050SYUSU,A3V6Z4RCDGRC44,"[0, 0]",4,2011-11-26,0,0,,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2011,11,2011-11
186084,B0050SYUSU,A268EEWUXYCA8Q,"[0, 0]",3,2012-03-15,0,0,,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2012,3,2012-03
186086,B0050SYUSU,A14NA0W8ESGDSI,"[0, 2]",2,2011-12-14,0,2,,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2011,12,2011-12
186088,B0050SYUSU,A306153FTKS9PL,"[1, 1]",4,2012-06-19,1,1,100.0,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2012,6,2012-06
186089,B0050SYUSU,AMBFK6N4JS5Z2,"[1, 3]",5,2011-11-25,1,3,33.0,Xbox 360 Games,,Rabbids: Alive &amp; Kicking,2011,11,2011-11
186092,B0050SYV70,A34UVV757IKPVB,"[0, 0]",5,2014-07-14,0,0,,Xbox 360 Games,,Far Cry 3,2014,7,2014-07
186097,B0050SYV70,A1ETMNKF9HO2TJ,"[1, 3]",3,2013-07-29,1,3,33.0,Xbox 360 Games,,Far Cry 3,2013,7,2013-07
186099,B0050SYV70,AZEMV7Z9YDR79,"[4, 13]",3,2012-12-06,4,13,31.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186107,B0050SYV70,A7PV0NAA2D1EG,"[12, 14]",5,2012-12-12,12,14,86.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186117,B0050SYV70,A131UKHFA7IEM4,"[0, 0]",4,2013-07-24,0,0,,Xbox 360 Games,,Far Cry 3,2013,7,2013-07
186118,B0050SYV70,A2LZDPPCDRUBG6,"[1, 2]",4,2012-12-17,1,2,50.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186119,B0050SYV70,A11F5CNC4KJB3Q,"[1, 1]",5,2013-01-27,1,1,100.0,Xbox 360 Games,,Far Cry 3,2013,1,2013-01
186122,B0050SYV70,AYFQTMZ5PXIV0,"[0, 0]",5,2013-02-23,0,0,,Xbox 360 Games,,Far Cry 3,2013,2,2013-02
186124,B0050SYV70,A355YWQ2CWZTZ3,"[1, 1]",5,2013-03-16,1,1,100.0,Xbox 360 Games,,Far Cry 3,2013,3,2013-03
186135,B0050SYV70,A36NK6HQPZPUBW,"[0, 0]",5,2013-02-28,0,0,,Xbox 360 Games,,Far Cry 3,2013,2,2013-02
186140,B0050SYV70,A38C12950IM24P,"[0, 0]",5,2013-11-28,0,0,,Xbox 360 Games,,Far Cry 3,2013,11,2013-11
186142,B0050SYV70,A3CJAA5VWKC7X2,"[0, 0]",5,2012-12-19,0,0,,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186143,B0050SYV70,A23R3EOZ837242,"[0, 0]",5,2013-03-28,0,0,,Xbox 360 Games,,Far Cry 3,2013,3,2013-03
186146,B0050SYV70,A3E8659IFVPMKK,"[0, 0]",5,2013-04-19,0,0,,Xbox 360 Games,,Far Cry 3,2013,4,2013-04
186153,B0050SYV70,A3F18SDKBDF2WR,"[0, 0]",5,2013-01-08,0,0,,Xbox 360 Games,,Far Cry 3,2013,1,2013-01
186155,B0050SYV70,A3E1D650Q8WZGH,"[0, 2]",5,2012-12-10,0,2,,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186161,B0050SYV70,A1SYYW5IKU0MLU,"[1, 22]",1,2013-10-25,1,22,5.0,Xbox 360 Games,,Far Cry 3,2013,10,2013-10
186162,B0050SYV70,A7J4XWOGBHXQL,"[0, 0]",3,2014-01-04,0,0,,Xbox 360 Games,,Far Cry 3,2014,1,2014-01
186167,B0050SYV70,AVT2ZTOAKSXFN,"[0, 0]",4,2014-05-01,0,0,,Xbox 360 Games,,Far Cry 3,2014,5,2014-05
186169,B0050SYV70,A1ZR8F86DJRVLX,"[17, 19]",5,2012-12-08,17,19,89.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186173,B0050SYV70,A13J4XTTTCIOVT,"[0, 0]",5,2013-01-28,0,0,,Xbox 360 Games,,Far Cry 3,2013,1,2013-01
186174,B0050SYV70,A12G8WFVFU2RGO,"[0, 1]",4,2012-12-12,0,1,,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186179,B0050SYV70,A691XU34BVWME,"[0, 0]",3,2013-12-03,0,0,,Xbox 360 Games,,Far Cry 3,2013,12,2013-12
186190,B0050SYV70,A1TBSSWFI78B2P,"[1, 1]",5,2013-11-03,1,1,100.0,Xbox 360 Games,,Far Cry 3,2013,11,2013-11
186191,B0050SYV70,A2M7CLVA0KIHQF,"[27, 31]",4,2012-12-10,27,31,87.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186194,B0050SYV70,A1HY2GQUH0DUM9,"[0, 0]",5,2014-02-13,0,0,,Xbox 360 Games,,Far Cry 3,2014,2,2014-02
186196,B0050SYV70,A28GS21LBHH1TA,"[14, 16]",5,2012-12-06,14,16,88.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186197,B0050SYV70,A1HNCA3GR4J7ZP,"[0, 0]",5,2013-01-15,0,0,,Xbox 360 Games,,Far Cry 3,2013,1,2013-01
186199,B0050SYV70,A2BWFYY0CUEWLA,"[0, 0]",5,2014-06-05,0,0,,Xbox 360 Games,,Far Cry 3,2014,6,2014-06
186200,B0050SYV70,A5G5H6XW9XH2A,"[1, 24]",1,2013-05-04,1,24,4.0,Xbox 360 Games,,Far Cry 3,2013,5,2013-05
186204,B0050SYV70,A3QIEISBZP4QTV,"[0, 0]",3,2014-06-03,0,0,,Xbox 360 Games,,Far Cry 3,2014,6,2014-06
186207,B0050SYV70,A27JJ4GP14XG4R,"[1, 1]",5,2012-12-27,1,1,100.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186208,B0050SYV70,A31FU1E0GZLU73,"[0, 0]",5,2014-03-13,0,0,,Xbox 360 Games,,Far Cry 3,2014,3,2014-03
186212,B0050SYV70,A3B9QABFEA2VKD,"[0, 0]",5,2013-04-29,0,0,,Xbox 360 Games,,Far Cry 3,2013,4,2013-04
186219,B0050SYV70,A3TJ2K4LP6V71U,"[0, 0]",5,2013-02-14,0,0,,Xbox 360 Games,,Far Cry 3,2013,2,2013-02
186221,B0050SYV70,A128WX1VPYJTUU,"[0, 1]",5,2014-01-10,0,1,,Xbox 360 Games,,Far Cry 3,2014,1,2014-01
186223,B0050SYV70,A2TS02LPROS00N,"[1, 1]",5,2012-12-30,1,1,100.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186224,B0050SYV70,A34L5CQ1DSTB5,"[0, 0]",5,2013-05-13,0,0,,Xbox 360 Games,,Far Cry 3,2013,5,2013-05
186227,B0050SYV70,A198GCX33A0XEJ,"[0, 0]",5,2013-04-17,0,0,,Xbox 360 Games,,Far Cry 3,2013,4,2013-04
186228,B0050SYV70,A22H5SS6YBYIVN,"[0, 0]",5,2013-05-31,0,0,,Xbox 360 Games,,Far Cry 3,2013,5,2013-05
186230,B0050SYV70,A26USWZFF5V3T6,"[0, 0]",4,2013-05-30,0,0,,Xbox 360 Games,,Far Cry 3,2013,5,2013-05
186231,B0050SYV70,A2Q9CNJ4T6ZK99,"[1, 3]",4,2012-12-06,1,3,33.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186232,B0050SYV70,AAV3HU72C3R3G,"[1, 2]",4,2013-01-13,1,2,50.0,Xbox 360 Games,,Far Cry 3,2013,1,2013-01
186233,B0050SYV70,ATDXKP4TJKS4F,"[1, 1]",3,2013-06-25,1,1,100.0,Xbox 360 Games,,Far Cry 3,2013,6,2013-06
186234,B0050SYV70,A13T4T3QOSII3I,"[0, 0]",5,2013-04-22,0,0,,Xbox 360 Games,,Far Cry 3,2013,4,2013-04
186235,B0050SYV70,ADPEAVHFCNLLC,"[1, 1]",5,2013-04-05,1,1,100.0,Xbox 360 Games,,Far Cry 3,2013,4,2013-04
186237,B0050SYV70,A1I9Z7BQW5ZD0S,"[0, 0]",5,2013-01-23,0,0,,Xbox 360 Games,,Far Cry 3,2013,1,2013-01
186238,B0050SYV70,A2E3IB2ZHJ7QXJ,"[186, 216]",5,2012-12-04,186,216,86.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186239,B0050SYV70,A2ZT6C7X6A07KP,"[0, 0]",5,2013-03-22,0,0,,Xbox 360 Games,,Far Cry 3,2013,3,2013-03
186245,B0050SYV70,A3MUO47CT6EQF8,"[2, 2]",5,2012-12-27,2,2,100.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186247,B0050SYV70,A2DRPL4GAZ0PAI,"[1, 1]",3,2013-07-24,1,1,100.0,Xbox 360 Games,,Far Cry 3,2013,7,2013-07
186249,B0050SYV70,A1N5HY0IRBM92R,"[6, 232]",1,2012-12-04,6,232,3.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186255,B0050SYV70,A3NWDVRYFBV72W,"[0, 0]",5,2013-02-25,0,0,,Xbox 360 Games,,Far Cry 3,2013,2,2013-02
186262,B0050SYV70,AVAYPIMDXYNRF,"[0, 0]",5,2014-07-13,0,0,,Xbox 360 Games,,Far Cry 3,2014,7,2014-07
186263,B0050SYV70,A1OG3N2BYWTKR,"[0, 0]",3,2013-08-03,0,0,,Xbox 360 Games,,Far Cry 3,2013,8,2013-08
186265,B0050SYV70,A1H5XDZZQLFLFT,"[1, 1]",5,2012-12-13,1,1,100.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186268,B0050SYV70,A2YJ1K8M0KPHMF,"[1, 1]",3,2013-05-06,1,1,100.0,Xbox 360 Games,,Far Cry 3,2013,5,2013-05
186271,B0050SYV70,ADYYKMT5FVC2C,"[0, 1]",4,2013-04-01,0,1,,Xbox 360 Games,,Far Cry 3,2013,4,2013-04
186275,B0050SYV70,A35L2E8M7S59MQ,"[0, 0]",5,2014-04-24,0,0,,Xbox 360 Games,,Far Cry 3,2014,4,2014-04
186276,B0050SYV70,A4D5B7Q8A7PA6,"[4, 5]",5,2012-12-07,4,5,80.0,Xbox 360 Games,,Far Cry 3,2012,12,2012-12
186279,B0050SYV70,AKNJ8VVJ87RV,"[0, 1]",5,2013-06-30,0,1,,Xbox 360 Games,,Far Cry 3,2013,6,2013-06
186281,B0050SYV70,A3OU09O34BC73,"[0, 0]",5,2014-03-15,0,0,,Xbox 360 Games,,Far Cry 3,2014,3,2014-03
186306,B0050SYX8W,A169CJ2NJQYIM6,"[6, 14]",3,2012-11-06,6,14,43.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186307,B0050SYX8W,A1GD1G8XXPRYQ8,"[0, 0]",4,2013-12-27,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,12,2013-12
186313,B0050SYX8W,A1ETMNKF9HO2TJ,"[2, 4]",4,2012-11-14,2,4,50.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186315,B0050SYX8W,A1ZPVW0WXNJ3YZ,"[51, 76]",5,2012-11-06,51,76,67.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186321,B0050SYX8W,AZEMV7Z9YDR79,"[1, 2]",3,2012-11-24,1,2,50.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186324,B0050SYX8W,A15BXIY2WB0TED,"[0, 0]",5,2013-06-05,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,6,2013-06
186329,B0050SYX8W,AFNG8O2DXRCUV,"[5, 7]",4,2012-11-06,5,7,71.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186332,B0050SYX8W,A2GMZZ6TDYOHY7,"[0, 0]",4,2012-12-11,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186333,B0050SYX8W,A378UD8TSIECG9,"[1, 9]",5,2012-11-15,1,9,11.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186337,B0050SYX8W,A33M07VZBYRMPY,"[1, 2]",5,2013-10-02,1,2,50.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,10,2013-10
186343,B0050SYX8W,A14PM5VOHPXF7Q,"[0, 0]",4,2013-03-23,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,3,2013-03
186353,B0050SYX8W,A11F5CNC4KJB3Q,"[0, 0]",5,2012-12-23,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186359,B0050SYX8W,A355YWQ2CWZTZ3,"[18, 27]",5,2012-11-10,18,27,67.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186369,B0050SYX8W,A3NWLZHSDS98FX,"[0, 0]",4,2012-11-27,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186376,B0050SYX8W,A567HBSX35U7X,"[0, 0]",5,2014-06-01,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,6,2014-06
186384,B0050SYX8W,A36NK6HQPZPUBW,"[0, 0]",5,2013-01-15,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186387,B0050SYX8W,A3TKHQFD9XRL0T,"[0, 0]",5,2013-08-14,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,8,2013-08
186388,B0050SYX8W,A22KRTIWDLOA98,"[0, 0]",5,2014-01-29,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,1,2014-01
186394,B0050SYX8W,A1XM302GQAWYG,"[0, 0]",5,2013-02-02,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,2,2013-02
186396,B0050SYX8W,A1L2J9JQJG8IT0,"[8, 21]",5,2012-11-06,8,21,38.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186400,B0050SYX8W,A3CJAA5VWKC7X2,"[8, 13]",2,2012-11-17,8,13,62.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186401,B0050SYX8W,A1Z1DI1O6FWC57,"[0, 0]",4,2014-06-19,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,6,2014-06
186406,B0050SYX8W,AXTLK9RYC8FPL,"[0, 0]",3,2014-01-26,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,1,2014-01
186410,B0050SYX8W,A38UEFXI4LT8VX,"[0, 0]",2,2014-06-20,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,6,2014-06
186414,B0050SYX8W,A132GQLZPBYBGH,"[1, 3]",5,2012-11-08,1,3,33.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186417,B0050SYX8W,AWG2O9C42XW5G,"[0, 1]",2,2013-04-16,0,1,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,4,2013-04
186423,B0050SYX8W,A112GU8H8NKLZ1,"[0, 0]",4,2013-02-26,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,2,2013-02
186433,B0050SYX8W,AFLEIZY9LOV0N,"[0, 0]",5,2013-01-09,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186447,B0050SYX8W,A10584T58O3B5Y,"[0, 0]",5,2013-01-01,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186448,B0050SYX8W,A2PSEMWT9TR272,"[0, 0]",5,2013-11-17,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,11,2013-11
186454,B0050SYX8W,A3E1D650Q8WZGH,"[0, 0]",4,2012-11-12,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186456,B0050SYX8W,AH6OYB8SIKPE9,"[0, 0]",5,2013-03-13,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,3,2013-03
186459,B0050SYX8W,A2JQWSA0GPVSQN,"[0, 0]",5,2013-08-23,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,8,2013-08
186468,B0050SYX8W,A2MIZWCZOZ5PTS,"[1, 5]",3,2012-11-10,1,5,20.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186472,B0050SYX8W,AJRY0OJ1JFOS4,"[0, 0]",5,2013-06-05,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,6,2013-06
186482,B0050SYX8W,AVGOUVT61P47I,"[0, 0]",5,2013-11-29,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,11,2013-11
186486,B0050SYX8W,A3VOGRSKSFPQ9Q,"[7, 12]",5,2012-11-07,7,12,58.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186487,B0050SYX8W,ADX6KUX4WWSJD,"[0, 0]",5,2013-01-22,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186497,B0050SYX8W,A12G8WFVFU2RGO,"[1, 1]",5,2012-12-12,1,1,100.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186500,B0050SYX8W,A1RSXP7MB772E3,"[0, 0]",3,2013-01-04,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186508,B0050SYX8W,A2XSMU2ZM37HZD,"[1, 1]",5,2012-11-09,1,1,100.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186518,B0050SYX8W,A2N0IOCQK69NQ,"[0, 0]",4,2013-03-20,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,3,2013-03
186526,B0050SYX8W,A197CFV79V331Z,"[2, 3]",5,2013-01-27,2,3,67.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,1,2013-01
186532,B0050SYX8W,A330J272CXAZSZ,"[1, 2]",5,2012-11-17,1,2,50.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186533,B0050SYX8W,A34UVV757IKPVB,"[0, 1]",4,2013-11-19,0,1,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,11,2013-11
186539,B0050SYX8W,A1HY2GQUH0DUM9,"[0, 0]",5,2014-02-13,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,2,2014-02
186544,B0050SYX8W,A2V52SD3F9YDB0,"[0, 1]",3,2014-01-01,0,1,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,1,2014-01
186552,B0050SYX8W,A272PET14X15X5,"[0, 0]",5,2012-12-11,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,12,2012-12
186563,B0050SYX8W,A1J30HJM3YJSOA,"[3, 5]",5,2012-11-11,3,5,60.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186567,B0050SYX8W,A1FGRKYIAEAZLM,"[4, 26]",1,2012-11-27,4,26,15.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186574,B0050SYX8W,A3KFX2QMCZXG3U,"[2, 3]",5,2013-07-12,2,3,67.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,7,2013-07
186577,B0050SYX8W,A25JUE9AFX7SUC,"[4, 15]",1,2013-05-25,4,15,27.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,5,2013-05
186578,B0050SYX8W,A32JMOW0L0QL58,"[0, 0]",5,2013-02-17,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2013,2,2013-02
186581,B0050SYX8W,A1J1NCPG87M84I,"[2, 6]",2,2012-11-11,2,6,33.0,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186582,B0050SYX8W,A1DY9HQ0CS8H2Z,"[0, 2]",2,2012-11-30,0,2,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2012,11,2012-11
186587,B0050SYX8W,A2C05OHYJERICI,"[0, 0]",3,2014-04-28,0,0,,Xbox 360 Games,,Halo 4 - Xbox 360 (Standard Game),2014,4,2014-04
